report_id,equipment,report_text,failure_type,severity,action_taken
49,Fan F-149,"Inspection found excessive belt tension on the fan f-149; strong vibration under variable load, and the equipment was isolated. Corrective work was completed: the seal was renewed.",Mechanical,Critical,the seal was renewed
802,Heat Exchanger HX-152,"A fault was detected on the heat exchanger hx-152 because of insufficient heat dissipation. Heat transfer efficiency dropped during peak production, resulting in operator intervention was required. Corrective work was completed: fuel input was adjusted.",Thermal,Medium,fuel input was adjusted
901,Thermal Reactor TR-251,"Maintenance personnel reported cooling performance deteriorated on the thermal reactor tr-251 under maximum thermal load. Investigation identified excessive fuel input, and the equipment entered protection mode. Corrective work was completed: the cooling passage was cleared.",Thermal,Critical,the cooling passage was cleared
512,Pressure Regulator PR-112,"A fault was detected on the pressure regulator pr-112 because of moisture accumulation. Air leakage was audible when multiple actuators operated together, resulting in the actuator stopped. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,High,the pressure circuit was inspected
59,Rotary Feeder RF-159,"Maintenance personnel reported unstable rotational speed on the rotary feeder rf-159 under variable load. Investigation identified shaft misalignment, and maintenance was requested. Corrective work was completed: the seal was renewed.",Mechanical,Medium,the seal was renewed
729,Pressure Regulator PR-329,"Inspection found excessive pressure loss on the pressure regulator pr-329; the compressor cycled frequently during repeated actuator cycles, and the production cycle was delayed. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Critical,the leaking hose was replaced
967,Industrial Furnace F-317,"Inspection found excessive fuel input on the industrial furnace f-317; surface temperature became excessive during a routine temperature check, and the process temperature became unstable. Corrective work was completed: heat dissipation was restored.",Thermal,Medium,heat dissipation was restored
276,Drive Motor DM-126,"The drive motor dm-126 developed a fault linked to poor cable termination. Voltage became unstable after the equipment was restarted, so the machine could not continue operation. Corrective work was completed: insulation was repaired.",Electrical,High,insulation was repaired
261,Distribution Board DB-111,"Maintenance personnel reported voltage became unstable on the distribution board db-111 while accelerating. Investigation identified a failed contactor, and the machine could not continue operation. Corrective work was completed: the motor winding was inspected.",Electrical,Critical,the motor winding was inspected
789,Industrial Furnace F-139,"Maintenance personnel reported the chamber overheated on the industrial furnace f-139 while operating at high pressure. Investigation identified excessive fuel input, and production was interrupted. Corrective work was completed: fuel input was adjusted.",Thermal,Critical,fuel input was adjusted
200,Shaft Assembly SA-300,"A fault was detected on the shaft assembly sa-300 because of insufficient lubrication. Increased bearing temperature during startup, resulting in throughput dropped. Corrective work was completed: the coupling was changed.",Mechanical,Critical,the coupling was changed
338,Starter ST-188,"A fault was detected on the starter st-188 because of a failed contactor. Repeated electrical trips occurred after a power fluctuation, resulting in the line lost power. Corrective work was completed: the overload was corrected.",Electrical,Critical,the overload was corrected
203,Pump P-303,"Maintenance personnel reported intermittent knocking on the pump p-303 under variable load. Investigation identified insufficient lubrication, and the equipment was isolated. Corrective work was completed: damaged gears were replaced.",Mechanical,High,damaged gears were replaced
812,Thermal Chamber TC-162,"The thermal chamber tc-162 developed a fault linked to restricted coolant flow. Thermal reading fluctuated during startup heating, so an automatic shutdown occurred. Corrective work was completed: the thermostat was replaced.",Thermal,Medium,the thermostat was replaced
993,Thermal Chamber TC-343,"Maintenance personnel reported oil temperature increased rapidly on the thermal chamber tc-343 under maximum thermal load. Investigation identified excessive fuel input, and an automatic shutdown occurred. Corrective work was completed: the cooling passage was cleared.",Thermal,High,the cooling passage was cleared
886,Heat Exchanger HX-236,"A fault was detected on the heat exchanger hx-236 because of low coolant level. Temperature rose above the permitted limit under maximum thermal load, resulting in production was interrupted. Corrective work was completed: fuel input was adjusted.",Thermal,Medium,fuel input was adjusted
751,Industrial Furnace F-101,"Inspection found uneven heat distribution on the industrial furnace f-101; thermal reading fluctuated during startup heating, and an automatic shutdown occurred. Corrective work was completed: heat distribution was recalibrated.",Thermal,Medium,heat distribution was recalibrated
595,Air Filter Unit AF-195,"Maintenance personnel reported the compressor cycled frequently on the air filter unit af-195 during the morning shift. Investigation identified excessive pressure loss, and machine speed was reduced. Corrective work was completed: the moisture separator was serviced.",Pneumatic,Medium,the moisture separator was serviced
427,Drive Motor DM-277,"Inspection found a failed contactor on the drive motor dm-277; sparking was observed after the equipment was restarted, and the line lost power. Corrective work was completed: the damaged cable was repaired.",Electrical,Medium,the damaged cable was repaired
777,Hot-Air Oven O-127,"Maintenance personnel reported temperature rose above the permitted limit on the hot-air oven o-127 during peak production. Investigation identified a malfunctioning thermostat, and an automatic shutdown occurred. Corrective work was completed: heat distribution was recalibrated.",Thermal,High,heat distribution was recalibrated
762,Hot-Air Oven O-112,"A fault was detected on the hot-air oven o-112 because of a defective pressure valve. The unit could not maintain the set temperature after a long operating cycle, resulting in an automatic shutdown occurred. Corrective work was completed: coolant was replenished.",Thermal,Critical,coolant was replenished
630,Air Receiver AR-230,"The air receiver ar-230 developed a fault linked to a loose pipe fitting. Air leakage was audible during repeated actuator cycles, so the pneumatic system was isolated. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,Medium,the pressure circuit was inspected
27,Fan F-127,"Maintenance personnel reported increased bearing temperature on the fan f-127 after a scheduled restart. Investigation identified an unbalanced rotating assembly, and output quality decreased. Corrective work was completed: belt tension was corrected.",Mechanical,Medium,belt tension was corrected
52,Gearbox GB-152,"A fault was detected on the gearbox gb-152 because of a loose mounting bolt. Belt tracking deviation during startup, resulting in the unit was taken offline. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Medium,the rotating assembly was balanced
20,Agitator AG-120,"A fault was detected on the agitator ag-120 because of gear tooth wear. Repeated mechanical impact while running at high speed, resulting in the equipment was isolated. Corrective work was completed: the bearing was replaced.",Mechanical,Low,the bearing was replaced
129,Shaft Assembly SA-229,"Inspection found shaft misalignment on the shaft assembly sa-229; unstable rotational speed during peak production, and the unit was taken offline. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Low,the rotating assembly was balanced
991,Hot-Air Oven O-341,"Inspection found a faulty temperature sensor on the hot-air oven o-341; cooling performance deteriorated during a routine temperature check, and an emergency alarm was triggered. Corrective work was completed: the temperature sensor was replaced.",Thermal,Low,the temperature sensor was replaced
42,Fan F-142,"The fan f-142 developed a fault linked to an unbalanced rotating assembly. Increased mechanical noise during inspection, so output quality decreased. Corrective work was completed: the seal was renewed.",Mechanical,Low,the seal was renewed
669,Pneumatic Cylinder PC-269,"Inspection found moisture accumulation on the pneumatic cylinder pc-269; the valve responded slowly under continuous demand, and production efficiency decreased. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Low,the pneumatic seal was renewed
95,Coupling CP-195,"Maintenance personnel reported intermittent knocking on the coupling cp-195 during peak production. Investigation identified a worn bearing, and operator intervention was required. Corrective work was completed: lubrication was restored.",Mechanical,Critical,lubrication was restored
373,Distribution Board DB-223,"Maintenance personnel reported supply voltage dropped on the distribution board db-223 while accelerating. Investigation identified a defective relay, and production stopped. Corrective work was completed: insulation was repaired.",Electrical,Critical,insulation was repaired
289,Motor M-139,"Maintenance personnel reported intermittent power loss occurred on the motor m-139 during startup. Investigation identified a defective relay, and production stopped. Corrective work was completed: the motor winding was inspected.",Electrical,High,the motor winding was inspected
110,Mixer MX-210,"The mixer mx-210 developed a fault linked to a loose mounting bolt. Repeated mechanical impact during continuous operation, so production was stopped. Corrective work was completed: damaged gears were replaced.",Mechanical,Medium,damaged gears were replaced
815,Hot-Air Oven O-165,"Inspection found restricted coolant flow on the hot-air oven o-165; the unit could not maintain the set temperature during peak production, and the process temperature became unstable. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Low,the cooling circuit was cleaned
339,Distribution Board DB-189,"Inspection found an overloaded circuit on the distribution board db-189; intermittent power loss occurred under maximum load, and production stopped. Corrective work was completed: the contactor was replaced.",Electrical,Medium,the contactor was replaced
47,Agitator AG-147,"Maintenance personnel reported increased mechanical noise on the agitator ag-147 while running at high speed. Investigation identified insufficient lubrication, and the unit was taken offline. Corrective work was completed: the seal was renewed.",Mechanical,Critical,the seal was renewed
909,Oil Cooler OC-259,"Maintenance personnel reported temperature rose above the permitted limit on the oil cooler oc-259 during startup heating. Investigation identified restricted coolant flow, and an emergency alarm was triggered. Corrective work was completed: the thermostat was replaced.",Thermal,Medium,the thermostat was replaced
891,Heat Exchanger HX-241,"Inspection found a defective pressure valve on the heat exchanger hx-241; oil temperature increased rapidly while operating at high pressure, and an emergency alarm was triggered. Corrective work was completed: thermal insulation was repaired.",Thermal,High,thermal insulation was repaired
947,Thermal Reactor TR-297,"Inspection found excessive fuel input on the thermal reactor tr-297; the chamber overheated while processing a high-temperature batch, and an emergency alarm was triggered. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Medium,the cooling circuit was cleaned
554,Air Compressor AC-154,"The air compressor ac-154 developed a fault linked to a leaking hose. The pneumatic circuit became unstable during a pressure test, so operator intervention was required. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Medium,the leaking hose was replaced
167,Rotary Feeder RF-267,"Maintenance personnel reported uneven rotation on the rotary feeder rf-267 during inspection. Investigation identified a worn bearing, and production was stopped. Corrective work was completed: the bearing was replaced.",Mechanical,Medium,the bearing was replaced
709,Pneumatic Valve PV-309,"Inspection found a blocked air passage on the pneumatic valve pv-309; the actuator moved slowly during automatic operation, and the unit entered a low-pressure condition. Corrective work was completed: the blocked passage was cleaned.",Pneumatic,Medium,the blocked passage was cleaned
624,Air Manifold AM-224,"A fault was detected on the air manifold am-224 because of a faulty pressure regulator. Air leakage was audible after a maintenance restart, resulting in the production cycle was delayed. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Low,the leaking hose was replaced
331,Power Supply PS-181,"Inspection found an overheated electrical connection on the power supply ps-181; the unit failed to start at peak operating speed, and the motor tripped. Corrective work was completed: the contactor was replaced.",Electrical,Critical,the contactor was replaced
372,Electrical Cabinet EC-222,"The electrical cabinet ec-222 developed a fault linked to damaged motor winding. Intermittent power loss occurred after a power fluctuation, so production stopped. Corrective work was completed: the overload was corrected.",Electrical,Medium,the overload was corrected
797,Process Heater PH-147,"Maintenance personnel reported temperature rose above the permitted limit on the process heater ph-147 during a routine temperature check. Investigation identified a malfunctioning thermostat, and operator intervention was required. Corrective work was completed: heat dissipation was restored.",Thermal,Low,heat dissipation was restored
588,Pneumatic Cylinder PC-188,"A fault was detected on the pneumatic cylinder pc-188 because of a faulty pressure regulator. The cylinder failed to complete its stroke during repeated actuator cycles, resulting in operator intervention was required. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Critical,the pneumatic seal was renewed
32,Rotary Feeder RF-132,"A fault was detected on the rotary feeder rf-132 because of excessive belt tension. Increased bearing temperature under variable load, resulting in the equipment was isolated. Corrective work was completed: the seal was renewed.",Mechanical,High,the seal was renewed
38,Coupling CP-138,"The coupling cp-138 developed a fault linked to roller damage. Strong vibration during startup, so production was stopped. Corrective work was completed: the coupling was changed.",Mechanical,High,the coupling was changed
542,Pneumatic Actuator PA-142,"The pneumatic actuator pa-142 developed a fault linked to a loose pipe fitting. The pneumatic circuit became unstable during automatic operation, so machine speed was reduced. Corrective work was completed: the blocked passage was cleaned.",Pneumatic,High,the blocked passage was cleaned
244,Agitator AG-344,"A fault was detected on the agitator ag-344 because of a worn bearing. Increased bearing temperature under full load, resulting in the equipment was isolated. Corrective work was completed: the bearing was replaced.",Mechanical,Low,the bearing was replaced
739,Pneumatic Actuator PA-339,"Maintenance personnel reported pressure could not be maintained on the pneumatic actuator pa-339 after a maintenance restart. Investigation identified a clogged air filter, and machine speed was reduced. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,Critical,the pressure circuit was inspected
371,Drive Motor DM-221,"Inspection found insulation breakdown on the drive motor dm-221; current exceeded its normal range during continuous operation, and the motor tripped. Corrective work was completed: the voltage supply was stabilized.",Electrical,Medium,the voltage supply was stabilized
938,Hot-Air Oven O-288,"A fault was detected on the hot-air oven o-288 because of restricted coolant flow. The chamber overheated after a cooling-system restart, resulting in the equipment was taken offline. Corrective work was completed: heat dissipation was restored.",Thermal,Critical,heat dissipation was restored
137,Roller Assembly RA-237,"Inspection found a loose mounting bolt on the roller assembly ra-237; increased bearing temperature during startup, and output quality decreased. Corrective work was completed: the rotating assembly was balanced.",Mechanical,High,the rotating assembly was balanced
619,Air Compressor AC-219,"Maintenance personnel reported the actuator moved slowly on the air compressor ac-219 after filter replacement. Investigation identified a faulty pressure regulator, and cycle time increased. Corrective work was completed: the moisture separator was serviced.",Pneumatic,High,the moisture separator was serviced
290,Variable Frequency Drive VFD-140,"A fault was detected on the variable frequency drive vfd-140 because of an overheated electrical connection. Intermittent power loss occurred under maximum load, resulting in the equipment remained unavailable. Corrective work was completed: the damaged cable was repaired.",Electrical,High,the damaged cable was repaired
359,Electrical Cabinet EC-209,"Inspection found an overheated electrical connection on the electrical cabinet ec-209; the equipment shut down unexpectedly during production changeover, and production capacity was reduced. Corrective work was completed: the motor winding was inspected.",Electrical,Low,the motor winding was inspected
171,Agitator AG-271,"Maintenance personnel reported unstable rotational speed on the agitator ag-271 after a scheduled restart. Investigation identified insufficient lubrication, and production was stopped. Corrective work was completed: the rollers were replaced.",Mechanical,Critical,the rollers were replaced
144,Roller Assembly RA-244,"A fault was detected on the roller assembly ra-244 because of an unbalanced rotating assembly. Belt tracking deviation during inspection, resulting in the unit was taken offline. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Medium,the rotating assembly was balanced
774,Oil Cooler OC-124,"A fault was detected on the oil cooler oc-124 because of insufficient heat dissipation. Surface temperature became excessive while operating at high pressure, resulting in the line operated at reduced capacity. Corrective work was completed: heat dissipation was restored.",Thermal,High,heat dissipation was restored
297,Starter ST-147,"Maintenance personnel reported current exceeded its normal range on the starter st-147 during startup. Investigation identified a loose terminal, and an emergency stop was initiated. Corrective work was completed: the motor winding was inspected.",Electrical,High,the motor winding was inspected
92,Rotary Feeder RF-192,"A fault was detected on the rotary feeder rf-192 because of roller damage. Belt tracking deviation after a scheduled restart, resulting in the unit was taken offline. Corrective work was completed: the rollers were replaced.",Mechanical,High,the rollers were replaced
996,Hot-Air Oven O-346,"The hot-air oven o-346 developed a fault linked to restricted coolant flow. Surface temperature became excessive under maximum thermal load, so the line operated at reduced capacity. Corrective work was completed: heat dissipation was restored.",Thermal,Medium,heat dissipation was restored
899,Thermal Chamber TC-249,"Inspection found insufficient heat dissipation on the thermal chamber tc-249; temperature rose above the permitted limit during extended operation, and an automatic shutdown occurred. Corrective work was completed: coolant was replenished.",Thermal,Low,coolant was replenished
122,Coupling CP-222,"The coupling cp-222 developed a fault linked to shaft misalignment. Uneven rotation during inspection, so the line operated at reduced speed. Corrective work was completed: the rollers were replaced.",Mechanical,High,the rollers were replaced
126,Agitator AG-226,"The agitator ag-226 developed a fault linked to roller damage. Uneven rotation during inspection, so the line operated at reduced speed. Corrective work was completed: damaged gears were replaced.",Mechanical,High,damaged gears were replaced
660,Pneumatic Actuator PA-260,"A fault was detected on the pneumatic actuator pa-260 because of a blocked air passage. The cylinder failed to complete its stroke during a pressure test, resulting in the actuator stopped. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Low,the pneumatic seal was renewed
444,Distribution Board DB-294,"The distribution board db-294 developed a fault linked to damaged motor winding. Sparking was observed during production changeover, so the machine could not continue operation. Corrective work was completed: the electrical connection was replaced.",Electrical,High,the electrical connection was replaced
23,Shaft Assembly SA-123,"Maintenance personnel reported repeated mechanical impact on the shaft assembly sa-123 during peak production. Investigation identified insufficient lubrication, and the equipment was isolated. Corrective work was completed: lubrication was restored.",Mechanical,High,lubrication was restored
117,Roller Assembly RA-217,"Inspection found an unbalanced rotating assembly on the roller assembly ra-217; increased mechanical noise under variable load, and production was stopped. Corrective work was completed: the rotating assembly was balanced.",Mechanical,High,the rotating assembly was balanced
376,Motor M-226,"The motor m-226 developed a fault linked to a failed contactor. Motor temperature rose sharply while accelerating, so production capacity was reduced. Corrective work was completed: the overload was corrected.",Electrical,Medium,the overload was corrected
600,Compressed-Air Line AL-200,"A fault was detected on the compressed-air line al-200 because of a blocked air passage. The pneumatic circuit became unstable during a pressure test, resulting in the production line paused. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,Medium,the pressure circuit was inspected
819,Process Heater PH-169,"Inspection found poor thermal insulation on the process heater ph-169; heat transfer efficiency dropped while processing a high-temperature batch, and the equipment entered protection mode. Corrective work was completed: the pressure valve was inspected.",Thermal,High,the pressure valve was inspected
540,Pneumatic Cylinder PC-140,"A fault was detected on the pneumatic cylinder pc-140 because of a blocked air passage. The actuator moved slowly while the compressor was loaded, resulting in the production line paused. Corrective work was completed: the cracked air line was repaired.",Pneumatic,Critical,the cracked air line was repaired
459,Distribution Board DB-309,"Inspection found voltage fluctuation on the distribution board db-309; voltage became unstable at peak operating speed, and an emergency stop was initiated. Corrective work was completed: the voltage supply was stabilized.",Electrical,Medium,the voltage supply was stabilized
426,Servo Motor SM-276,"A fault was detected on the servo motor sm-276 because of voltage fluctuation. The drive reported an overload after a power fluctuation, resulting in the machine could not continue operation. Corrective work was completed: the terminal was tightened.",Electrical,Medium,the terminal was tightened
561,Pressure Regulator PR-161,"Inspection found a blocked air passage on the pressure regulator pr-161; the cylinder failed to complete its stroke during repeated actuator cycles, and the equipment was taken offline. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Critical,the leaking hose was replaced
28,Roller Assembly RA-128,"A fault was detected on the roller assembly ra-128 because of seal deterioration. Uneven rotation during peak production, resulting in production was stopped. Corrective work was completed: belt tension was corrected.",Mechanical,Medium,belt tension was corrected
982,Thermal Chamber TC-332,"A fault was detected on the thermal chamber tc-332 because of a faulty temperature sensor. Temperature rose above the permitted limit during startup heating, resulting in the unit was isolated for inspection. Corrective work was completed: the pressure valve was inspected.",Thermal,Critical,the pressure valve was inspected
526,Pressure Regulator PR-126,"The pressure regulator pr-126 developed a fault linked to a clogged air filter. The pneumatic circuit became unstable during automatic operation, so the equipment was taken offline. Corrective work was completed: the cracked air line was repaired.",Pneumatic,Low,the cracked air line was repaired
857,Heat Exchanger HX-207,"Maintenance personnel reported cooling performance deteriorated on the heat exchanger hx-207 after a cooling-system restart. Investigation identified uneven heat distribution, and the unit was isolated for inspection. Corrective work was completed: the temperature sensor was replaced.",Thermal,Low,the temperature sensor was replaced
867,Thermal Chamber TC-217,"Inspection found a defective pressure valve on the thermal chamber tc-217; steam temperature exceeded the target during peak production, and the unit was isolated for inspection. Corrective work was completed: thermal insulation was repaired.",Thermal,Low,thermal insulation was repaired
436,Variable Frequency Drive VFD-286,"The variable frequency drive vfd-286 developed a fault linked to insulation breakdown. Sparking was observed at peak operating speed, so the line lost power. Corrective work was completed: the motor winding was inspected.",Electrical,Low,the motor winding was inspected
210,Roller Assembly RA-310,"The roller assembly ra-310 developed a fault linked to insufficient lubrication. Intermittent knocking during startup, so output quality decreased. Corrective work was completed: mounting hardware was tightened.",Mechanical,Critical,mounting hardware was tightened
880,Oil Cooler OC-230,"The oil cooler oc-230 developed a fault linked to low coolant level. Cooling performance deteriorated after a long operating cycle, so operator intervention was required. Corrective work was completed: coolant was replenished.",Thermal,Low,coolant was replenished
440,Starter ST-290,"The starter st-290 developed a fault linked to an overloaded circuit. Voltage became unstable during production changeover, so the operator isolated the equipment. Corrective work was completed: the motor winding was inspected.",Electrical,Medium,the motor winding was inspected
431,Power Supply PS-281,"Inspection found voltage fluctuation on the power supply ps-281; sparking was observed during production changeover, and the motor tripped. Corrective work was completed: the contactor was replaced.",Electrical,Critical,the contactor was replaced
865,Thermal Chamber TC-215,"Maintenance personnel reported temperature rose above the permitted limit on the thermal chamber tc-215 while processing a high-temperature batch. Investigation identified a malfunctioning thermostat, and the unit was isolated for inspection. Corrective work was completed: coolant was replenished.",Thermal,High,coolant was replenished
22,Coupling CP-122,"The coupling cp-122 developed a fault linked to excessive belt tension. Increased mechanical noise after a long production cycle, so the equipment was isolated. Corrective work was completed: mounting hardware was tightened.",Mechanical,High,mounting hardware was tightened
77,Gearbox GB-177,"Inspection found a cracked coupling on the gearbox gb-177; belt tracking deviation during continuous operation, and maintenance was requested. Corrective work was completed: the coupling was changed.",Mechanical,High,the coupling was changed
846,Steam Generator SG-196,"A fault was detected on the steam generator sg-196 because of poor thermal insulation. Oil temperature increased rapidly during startup heating, resulting in the process temperature became unstable. Corrective work was completed: the thermostat was replaced.",Thermal,Low,the thermostat was replaced
332,Variable Frequency Drive VFD-182,"The variable frequency drive vfd-182 developed a fault linked to an overheated electrical connection. Voltage became unstable during startup, so the machine could not continue operation. Corrective work was completed: the contactor was replaced.",Electrical,Low,the contactor was replaced
174,Gearbox GB-274,"The gearbox gb-274 developed a fault linked to shaft misalignment. Strong vibration after recent maintenance, so throughput dropped. Corrective work was completed: the shaft was realigned.",Mechanical,Critical,the shaft was realigned
377,Servo Motor SM-227,"Maintenance personnel reported current exceeded its normal range on the servo motor sm-227 during production changeover. Investigation identified an overheated electrical connection, and the line lost power. Corrective work was completed: the terminal was tightened.",Electrical,Low,the terminal was tightened
114,Agitator AG-214,"The agitator ag-214 developed a fault linked to roller damage. Strong vibration while running at high speed, so production was stopped. Corrective work was completed: the seal was renewed.",Mechanical,High,the seal was renewed
578,Pneumatic Valve PV-178,"The pneumatic valve pv-178 developed a fault linked to a faulty pressure regulator. System pressure fell below the target while the compressor was loaded, so production efficiency decreased. Corrective work was completed: the control valve was replaced.",Pneumatic,High,the control valve was replaced
641,Air Dryer AD-241,"Inspection found a loose pipe fitting on the air dryer ad-241; the cylinder failed to complete its stroke when multiple actuators operated together, and machine speed was reduced. Corrective work was completed: the moisture separator was serviced.",Pneumatic,High,the moisture separator was serviced
425,Starter ST-275,"Maintenance personnel reported the drive reported an overload on the starter st-275 during continuous operation. Investigation identified a failed contactor, and the line lost power. Corrective work was completed: the terminal was tightened.",Electrical,High,the terminal was tightened
35,Mixer MX-135,"Maintenance personnel reported unstable rotational speed on the mixer mx-135 under full load. Investigation identified excessive belt tension, and output quality decreased. Corrective work was completed: the seal was renewed.",Mechanical,High,the seal was renewed
553,Pneumatic Valve PV-153,"Inspection found a damaged pneumatic seal on the pneumatic valve pv-153; the pneumatic circuit became unstable while the compressor was loaded, and machine speed was reduced. Corrective work was completed: the moisture separator was serviced.",Pneumatic,Medium,the moisture separator was serviced
883,Thermal Chamber TC-233,"Inspection found a blocked cooling passage on the thermal chamber tc-233; heat transfer efficiency dropped during extended operation, and operator intervention was required. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Low,the cooling circuit was cleaned
667,Air Receiver AR-267,"Maintenance personnel reported the actuator moved slowly on the air receiver ar-267 when multiple actuators operated together. Investigation identified a blocked air passage, and the pneumatic system was isolated. Corrective work was completed: the leaking hose was replaced.",Pneumatic,High,the leaking hose was replaced
609,Air Manifold AM-209,"Inspection found a blocked air passage on the air manifold am-209; airflow became restricted during repeated actuator cycles, and cycle time increased. Corrective work was completed: the regulator was recalibrated.",Pneumatic,Medium,the regulator was recalibrated
717,Pneumatic Cylinder PC-317,"Inspection found a clogged air filter on the pneumatic cylinder pc-317; the compressor cycled frequently during automatic operation, and operator intervention was required. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,Low,the pressure circuit was inspected
818,Thermal Reactor TR-168,"A fault was detected on the thermal reactor tr-168 because of a faulty temperature sensor. The chamber overheated while operating at high pressure, resulting in an automatic shutdown occurred. Corrective work was completed: the pressure valve was inspected.",Thermal,Low,the pressure valve was inspected
12,Roller Assembly RA-112,"A fault was detected on the roller assembly ra-112 because of seal deterioration. Increased mechanical noise during inspection, resulting in operator intervention was required. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Medium,the rotating assembly was balanced
316,Servo Motor SM-166,"The servo motor sm-166 developed a fault linked to a short circuit. Intermittent power loss occurred during routine testing, so production stopped. Corrective work was completed: the motor winding was inspected.",Electrical,Critical,the motor winding was inspected
420,Electrical Cabinet EC-270,"The electrical cabinet ec-270 developed a fault linked to voltage fluctuation. Sparking was observed during routine testing, so the operator isolated the equipment. Corrective work was completed: the cable termination was corrected.",Electrical,Medium,the cable termination was corrected
76,Pump P-176,"A fault was detected on the pump p-176 because of an unbalanced rotating assembly. Abnormal friction under variable load, resulting in the machine tripped. Corrective work was completed: damaged gears were replaced.",Mechanical,Critical,damaged gears were replaced
589,Pneumatic Actuator PA-189,"Inspection found a blocked air passage on the pneumatic actuator pa-189; air leakage was audible at maximum air consumption, and operator intervention was required. Corrective work was completed: the moisture separator was serviced.",Pneumatic,Medium,the moisture separator was serviced
370,Drive Motor DM-220,"A fault was detected on the drive motor dm-220 because of a short circuit. Voltage became unstable after an overnight shutdown, resulting in production capacity was reduced. Corrective work was completed: insulation was repaired.",Electrical,Low,insulation was repaired
842,Cooling Unit CU-192,"A fault was detected on the cooling unit cu-192 because of insufficient heat dissipation. Heat transfer efficiency dropped during a routine temperature check, resulting in an automatic shutdown occurred. Corrective work was completed: coolant was replenished.",Thermal,High,coolant was replenished
507,Pneumatic Actuator PA-107,"Maintenance personnel reported the cylinder failed to complete its stroke on the pneumatic actuator pa-107 under continuous demand. Investigation identified a leaking hose, and the actuator stopped. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,Critical,the pressure circuit was inspected
285,Generator GEN-135,"Maintenance personnel reported the unit failed to start on the generator gen-135 during routine testing. Investigation identified damaged motor winding, and the drive entered fault mode. Corrective work was completed: the overload was corrected.",Electrical,Critical,the overload was corrected
831,Thermal Reactor TR-181,"Inspection found insufficient heat dissipation on the thermal reactor tr-181; the chamber overheated during startup heating, and the unit was isolated for inspection. Corrective work was completed: the cooling passage was cleared.",Thermal,Medium,the cooling passage was cleared
11,Coupling CP-111,"Maintenance personnel reported belt tracking deviation on the coupling cp-111 under full load. Investigation identified roller damage, and output quality decreased. Corrective work was completed: lubrication was restored.",Mechanical,Critical,lubrication was restored
46,Gearbox GB-146,"The gearbox gb-146 developed a fault linked to excessive belt tension. Strong vibration after a long production cycle, so the equipment was isolated. Corrective work was completed: the shaft was realigned.",Mechanical,Critical,the shaft was realigned
713,Pneumatic Actuator PA-313,"Inspection found a blocked air passage on the pneumatic actuator pa-313; the actuator moved slowly during automatic operation, and the production cycle was delayed. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Medium,the leaking hose was replaced
191,Gearbox GB-291,"Maintenance personnel reported unstable rotational speed on the gearbox gb-291 under variable load. Investigation identified roller damage, and throughput dropped. Corrective work was completed: the bearing was replaced.",Mechanical,Low,the bearing was replaced
555,Pneumatic Cylinder PC-155,"Maintenance personnel reported the pneumatic circuit became unstable on the pneumatic cylinder pc-155 at maximum air consumption. Investigation identified a defective control valve, and production efficiency decreased. Corrective work was completed: the leaking hose was replaced.",Pneumatic,High,the leaking hose was replaced
230,Coupling CP-330,"The coupling cp-330 developed a fault linked to gear tooth wear. Repeated mechanical impact under full load, so output quality decreased. Corrective work was completed: mounting hardware was tightened.",Mechanical,High,mounting hardware was tightened
184,Gearbox GB-284,"A fault was detected on the gearbox gb-284 because of a loose mounting bolt. Belt tracking deviation during inspection, resulting in the line operated at reduced speed. Corrective work was completed: the seal was renewed.",Mechanical,Medium,the seal was renewed
90,Mixer MX-190,"The mixer mx-190 developed a fault linked to excessive belt tension. Increased bearing temperature after a scheduled restart, so maintenance was requested. Corrective work was completed: mounting hardware was tightened.",Mechanical,Medium,mounting hardware was tightened
343,Control Panel CP-193,"Inspection found a failed contactor on the control panel cp-193; supply voltage dropped while accelerating, and the equipment remained unavailable. Corrective work was completed: the overload was corrected.",Electrical,High,the overload was corrected
234,Rotary Feeder RF-334,"The rotary feeder rf-334 developed a fault linked to a loose mounting bolt. Abnormal friction during peak production, so operator intervention was required. Corrective work was completed: the rotating assembly was balanced.",Mechanical,Low,the rotating assembly was balanced
